0	265	277.3	291	265	277.3	291	0	1.3	2	3520
1	265	274.1	284	265	274.1	284	1	1.5	2	3520
2	257	270.1	277	257	270.1	277	1	1.8	3	3520
3	257	270.1	277	257	270.1	277	1	1.8	3	3520
4	257	270.1	277	257	270.1	277	1	1.8	3	3520
5	257	270.1	277	257	270.1	277	1	1.8	3	3520
6	257	270.1	277	257	270.1	277	1	1.8	3	3520
7	257	270.1	277	257	270.1	277	1	1.8	3	3520
8	257	270.1	277	257	270.1	277	1	1.8	3	3520
9	257	270.1	277	257	270.1	277	1	1.8	3	3520
10	257	270.1	277	257	270.1	277	1	1.8	3	3520
11	257	270.1	277	257	270.1	277	1	1.8	3	3520
12	257	270.1	277	257	270.1	277	1	1.8	3	3520
13	257	270.1	277	257	270.1	277	1	1.8	3	3520
14	257	270.1	277	257	270.1	277	1	1.8	3	3520
15	257	270.1	277	257	270.1	277	1	1.8	3	3520
16	257	270.1	277	257	270.1	277	1	1.8	3	3520
17	257	270.1	277	257	270.1	277	1	1.8	3	3520
18	257	270.1	277	257	270.1	277	1	1.8	3	3520
19	257	270.1	277	257	270.1	277	1	1.8	3	3520
0	272	281.6	297	272	281.6	297	0	1.2	2	8115
1	267	274.7	281	267	274.7	281	1	1.6	3	8115
2	257	271	278	257	271	278	1	1.7	3	8115
3	257	271	278	257	271	278	1	1.7	3	8115
4	257	271	278	257	271	278	1	1.7	3	8115
5	257	271	278	257	271	278	1	1.7	3	8115
6	257	271	278	257	271	278	1	1.7	3	8115
7	257	271	278	257	271	278	1	1.7	3	8115
8	257	271	278	257	271	278	1	1.7	3	8115
9	257	271	278	257	271	278	1	1.7	3	8115
10	257	271	278	257	271	278	1	1.7	3	8115
11	257	271	278	257	271	278	1	1.7	3	8115
12	257	271	278	257	271	278	1	1.7	3	8115
13	257	271	278	257	271	278	1	1.7	3	8115
14	257	271	278	257	271	278	1	1.7	3	8115
15	257	271	278	257	271	278	1	1.7	3	8115
16	257	271	278	257	271	278	1	1.7	3	8115
17	257	271	278	257	271	278	1	1.7	3	8115
18	257	271	278	257	271	278	1	1.7	3	8115
19	257	271	278	257	271	278	1	1.7	3	8115
0	272	279.1	286	272	279.1	286	0	1.6	3	8647
1	272	277.5	281	272	277.5	281	0	1.5	3	8647
2	260	269.8	278	260	269.8	278	1	2	4	8647
3	260	269.8	278	260	269.8	278	1	2	4	8647
4	260	269.8	278	260	269.8	278	1	2	4	8647
5	260	269.8	278	260	269.8	278	1	2	4	8647
6	260	269.8	278	260	269.8	278	1	2	4	8647
7	260	269.8	278	260	269.8	278	1	2	4	8647
8	260	269.8	278	260	269.8	278	1	2	4	8647
9	260	269.8	278	260	269.8	278	1	2	4	8647
10	260	269.8	278	260	269.8	278	1	2	4	8647
11	260	269.8	278	260	269.8	278	1	2	4	8647
12	260	269.8	278	260	269.8	278	1	2	4	8647
13	260	269.8	278	260	269.8	278	1	2	4	8647
14	260	269.8	278	260	269.8	278	1	2	4	8647
15	260	269.8	278	260	269.8	278	1	2	4	8647
16	260	269.8	278	260	269.8	278	1	2	4	8647
17	260	269.8	278	260	269.8	278	1	2	4	8647
18	260	269.8	278	260	269.8	278	1	2	4	8647
19	260	269.8	278	260	269.8	278	1	2	4	8647
