0	2698.28	2997.01	3712.39	12842.6	13336.6	14839.8	191	206.13	219	3520
1	2696.94	2861.03	2951.83	12843.9	13256.6	13866.5	191	206.4	219	3520
2	2696.94	2820.21	2894.49	12781.1	13215.4	13645.9	191	206.3	219	3520
3	2696.94	2795.1	2855.04	12601.5	13188.9	13645.9	189	205.94	219	3520
4	2681.85	2774.22	2815.95	12601.5	13148.2	13645.9	189	205.94	219	3520
5	2608.34	2759.87	2796.34	12601.5	13142.1	13645.9	194	205.19	219	3520
6	2608.34	2751.96	2793.74	12601.5	13116.8	13645.9	194	205.26	222	3520
7	2608.34	2738.49	2780.71	12601.5	13078.4	13428	194	205.55	222	3520
8	2608.34	2730.02	2765.46	12601.5	13074.1	13390	194	206.67	219	3520
9	2608.34	2722.43	2758.32	12601.5	13058.2	13390	195	207.15	219	3520
10	2608.34	2716.74	2753.31	12623.2	13056.3	13452.6	195	207.27	220	3520
11	2608.34	2711.23	2748.12	12623.2	13033.9	13345.3	195	207.28	220	3520
12	2605.74	2705.13	2740.13	12587	13001.8	13345.3	195	207.06	220	3520
13	2605.74	2703.48	2736.98	12587	13001.6	13345.3	195	206.94	220	3520
14	2605.74	2695.29	2731.97	12587	12983.1	13345.3	195	207.23	220	3520
15	2605.74	2690.6	2728.61	12587	12968.6	13314.5	195	207.22	220	3520
16	2605.74	2687.51	2724.61	12587	12955	13268	196	207.11	220	3520
17	2605.74	2683.29	2719.58	12587	12944.7	13268	197	206.98	220	3520
18	2605.74	2681.06	2716.01	12542.3	12939.2	13268	196	207.11	220	3520
19	2554.07	2677.18	2711.15	12490.9	12925.5	13268	196	207.1	220	3520
20	2554.07	2673.28	2700.49	12490.9	12918.6	13268	196	207.18	220	3520
21	2554.07	2669.25	2696.55	12490.9	12896.6	13268	196	206.84	220	3520
22	2554.07	2665.97	2693.09	12490.9	12882.5	13243.8	196	206.38	220	3520
23	2554.07	2663.29	2689.74	12490.9	12884.9	13243.8	197	206.32	220	3520
24	2554.07	2661.13	2687.31	12490.9	12884.1	13243.8	197	205.54	219	3520
25	2554.07	2659.16	2685.04	12490.9	12876.1	13243.8	197	205.55	219	3520
26	2554.07	2656.05	2679.25	12490.9	12868.5	13243.8	197	205.48	218	3520
27	2554.07	2654.47	2678.22	12490.9	12866.7	13243.8	197	205.6	218	3520
28	2554.07	2653.91	2677.64	12490.9	12859.1	13243.8	197	205.48	218	3520
29	2554.07	2652.72	2676.94	12490.9	12864.1	13243.8	197	205.6	218	3520
30	2554.07	2649.55	2674.28	12490.9	12846.6	13110.9	197	205.37	218	3520
31	2554.07	2648.12	2669.52	12490.9	12844.6	13076.6	197	205.52	218	3520
32	2554.07	2647.14	2668.94	12490.9	12844.8	13076.6	197	205.38	218	3520
33	2554.07	2644.68	2664.76	12490.9	12825.9	13076.6	197	205.23	218	3520
34	2554.07	2642.98	2662.61	12490.9	12822.8	13076.6	197	205.23	218	3520
35	2554.07	2641.38	2660.67	12490.9	12817	13076.6	197	205.15	218	3520
